stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
49.279698,54832,-123.124449,4884,,,,Southbound Howe St @ Nelson St,0,BUS ZN
49.265832,59754,-123.120144,10359,,,,Eastbound W 6th Ave @ Heather St,0,BUS ZN
49.209345,52678,-123.019766,2703,,,,Northbound Joffre Ave @ Maple Tree Lane,0,BUS ZN
49.21371,52677,-122.988381,2702,,,,Northbound Royal Oak Ave @ Neville St,0,BUS ZN
49.198696,57887,-122.567868,7962,,,,Southbound Tamarack Lane @ 108 Ave,0,BUS ZN
49.195829,57888,-122.564724,7963,,,,Southbound Tamarack Lane @ 106 Ave,0,BUS ZN
49.20116,57885,-122.577632,7960,,,,Eastbound Tamarack Lane @ Lougheed Hwy,0,BUS ZN
49.199935,57886,-122.570551,7961,,,,Southbound Tamarack Lane @ 108B Ave,0,BUS ZN
49.194581,57891,-122.575136,7966,,,,Eastbound River Rd @ 23300 Block (Flag),0,BUS ZN
49.190249,57892,-122.571476,7967,,,,Eastbound River Rd @ 23400 Block (Flag),0,BUS ZN
49.193509,57889,-122.569988,7964,,,,Westbound 105 Ave @ 23400 Block,0,BUS ZN
49.199823,57890,-122.579134,7965,,,,Eastbound River Rd @ 23200 Block (Flag),0,BUS ZN
49.263326,60517,-123.101128,12749,,,,Southbound Main St @ E Broadway,0,BUS ZN
49.267156,58670,-122.756195,9174,,,,Southbound Coast Meridian Rd @ Coquitlam Ave,0,BUS ZN
49.02051,56199,-122.80264,6259,,,,Westbound Marine Dr @ 15100 Block,0,BUS ZN
49.019004,56198,-122.797676,6258,,,,Westbound Marine Dr @ Dolphin St,0,BUS ZN
49.281403,59889,-123.025625,12318,,,,Kootenay Loop @ Bay 1,0,BUS ZN
49.227274,60746,-123.159273,12744,,,,Westbound W 49 Ave @ Yew St,0,BUS ZN
49.01664,56193,-122.78097,6253,,,,Westbound Marine Dr @ Stevens St,0,BUS ZN
49.018092,56192,-122.779322,6252,,,,Southbound Stayte Rd @ Columbia Ave,0,BUS ZN
49.104296,59873,-122.799861,12260,,,,Eastbound Hwy 10 @ 152 St,0,BUS ZN
49.104233,59878,-122.739569,12261,,,,Westbound Hwy 10 @ 175 St,0,BUS ZN
49.279245,59807,-122.818289,12266,,,,Northbound Falcon Dr @ Runnel Dr,0,BUS ZN
49.01665,56196,-122.789265,6256,,,,Westbound Marine Dr @ Maple St,0,BUS ZN
49.016645,56195,-122.787211,6255,,,,Westbound Marine Dr @ Lee St,0,BUS ZN
49.016642,56194,-122.783809,6254,,,,Westbound Marine Dr @ Keil St,0,BUS ZN
49.193077,59974,-123.124243,10534,,,,Northbound Great Canadian Way @ Beckwith Rd,0,BUS ZN
49.286053,57944,-123.11158,8019,,12034,,Waterfront Station Eastbound,0,WCE1Z
49.218793,59223,-122.606907,9713,,,,Northbound 222 St @ 119 Ave,0,BUS ZN
49.217493,59220,-122.606901,9712,,,,Northbound 222 St @ Lougheed Hwy,0,BUS ZN
49.21141,59219,-122.599046,9711,,,,Southbound 225 St @ Haney Bypass,0,BUS ZN
49.284128,58666,-122.793018,9714,,,,Southbound Pinetree Way @ Guildford Way,0,BUS ZN
49.223033,50825,-123.090707,832,,,,Northbound Fraser St @ E 52 Ave,0,BUS ZN
49.261664,53437,-122.799949,3475,,,,Eastbound Chilko Dr @ Tatla Place,0,BUS ZN
49.26384,53438,-122.798109,3476,,,,Northbound Lougheed Hwy @ Como Lake Ave,0,BUS ZN
49.22126,50824,-123.090756,831,,,,Northbound Fraser St @ E 54 Ave,0,BUS ZN
49.229442,50829,-123.090556,836,,,,Northbound Fraser St @ E 45 Ave,0,BUS ZN
49.231265,50830,-123.0905,837,,,,Northbound Fraser St @ E 43 Ave,0,BUS ZN
49.225766,50827,-123.090643,834,,,,Northbound Fraser St @ E 49 Ave,0,BUS ZN
49.255944,53435,-122.804616,3473,,,,Eastbound Chilko Dr @ Eastlake Gate,0,BUS ZN
49.255152,58420,-122.846333,8886,,,,Northbound Poirier St @ Winslow Ave,0,BUS ZN
49.235102,50832,-123.090364,839,,,,Northbound Fraser St @ E 39 Ave,0,BUS ZN
49.261178,53440,-122.773908,3478,,,,Port Coquitlam Station @ Bay 2,0,BUS ZN
49.260938,53441,-122.779124,3479,,,,Westbound Wilson Ave @ Mary Hill Rd,0,BUS ZN
49.240272,61110,-123.053886,11623,,,,Southbound Slocan St @ Kingsway,0,BUS ZN
49.197093,56956,-123.073397,7023,,,,Southbound Viking Way @ Vulcan Way,0,BUS ZN
49.152557,55197,-122.890187,5249,,,,Northbound Scott Rd @ 82 Ave,0,BUS ZN
49.148951,55196,-122.890181,5248,,,,Northbound Scott Rd @ 80 Ave,0,BUS ZN
49.25033,51714,-123.033942,1728,,,,Southbound Rupert St @ E 22 Ave,0,BUS ZN
49.196014,56955,-123.07839,7022,,,,Eastbound Vulcan Way @ Viscount Way,0,BUS ZN
49.137495,55193,-122.890164,5245,,,,Northbound Scott Rd @ 74 Ave,0,BUS ZN
49.252011,51713,-123.033936,1727,,,,Southbound Rupert St @ E 20 Ave,0,BUS ZN
49.257755,51710,-123.033953,1724,,,,Southbound Rupert St @ Grandview Hwy,0,BUS ZN
49.255276,51711,-123.03393,1725,,,,Southbound Rupert St @ E 16 Ave,0,BUS ZN
49.090252,55189,-123.051586,5241,,,,Westbound Hwy 10 @ 62 St,0,BUS ZN
49.09024,55188,-123.046791,5240,,,,Westbound Hwy 10 @ 64 St,0,BUS ZN
49.263542,51706,-123.033894,1720,,,,Southbound Rupert St @ E 7th Ave,0,BUS ZN
49.262185,51707,-123.03393,1721,,,,Southbound Rupert St @ E Broadway,0,BUS ZN
49.193791,56953,-123.087685,7020,,,,Eastbound Vulcan Way @ 12200 Block,0,BUS ZN
49.452393,54784,-123.237667,10228,,,,Southbound Tidewater Way @ Kelvin Grove Way,0,BUS ZN
49.21882,59674,-122.984964,10229,,,,Northbound Antrim Ave @ Victory St,0,BUS ZN
49.163253,57212,-122.640207,7283,,,,Northbound Walnut Grove Dr @ 88 Ave,0,BUS ZN
49.162531,57211,-122.638128,7282,,,,Westbound 88 Ave @ 210 St,0,BUS ZN
49.162351,57210,-122.63347,7281,,,,Westbound 88 Ave @ 212 St,0,BUS ZN
49.284404,52976,-123.00312,3007,,,,Southbound Willingdon Ave @ Dundas St,0,BUS ZN
49.286146,52975,-123.003094,3006,,,,Southbound N Willingdon Ave @ Cambridge St,0,BUS ZN
49.287363,52970,-123.013693,3001,,,,Eastbound Eton St @ N Gilmore Ave,0,BUS ZN
49.287379,52969,-123.015799,3000,,,,Eastbound Eton St @ N MacDonald Ave,0,BUS ZN
49.287303,52972,-123.008078,3003,,,,Eastbound Eton St @ N Madison Ave,0,BUS ZN
49.287342,52971,-123.010734,3002,,,,Eastbound Eton St @ N Carleton Ave,0,BUS ZN
49.282482,52977,-123.003151,3008,,,,Southbound Willingdon Ave @ Pandora St,0,BUS ZN
49.17107,57215,-122.635127,7286,,,,Northbound 212 St @ 93 Ave,0,BUS ZN
49.249302,51576,-123.125107,1588,,,,Westbound W King Edward Ave @ Laurel St,0,BUS ZN
49.249375,51577,-123.128078,1589,,,,Westbound W King Edward Ave @ Oak St,0,BUS ZN
49.167322,57214,-122.634848,7285,,,,Northbound 212 St @ Walnut Grove Dr,0,BUS ZN
49.248783,51570,-123.097125,1582,,,,Westbound E King Edward Ave @ Prince Edward St,0,BUS ZN
49.248868,51571,-123.101632,1583,,,,Westbound E King Edward Ave @ Main St,0,BUS ZN
49.248724,51568,-123.090591,1580,,,,Westbound E King Edward Ave @ Fraser St,0,BUS ZN
49.248752,51569,-123.094411,1581,,,,Westbound E King Edward Ave @ St. George St,0,BUS ZN
49.249121,51574,-123.116003,1586,,,,King Edward Station @ Bay 1,0,BUS ZN
49.249205,51575,-123.120844,1587,,,,Westbound W King Edward Ave @ Heather St,0,BUS ZN
49.248922,51572,-123.105388,1584,,,,Westbound W King Edward Ave @ Ontario St,0,BUS ZN
49.249023,51573,-123.110516,1585,,,,Westbound W King Edward Ave @ Columbia St,0,BUS ZN
49.124045,60755,-122.701454,10673,,,,Northbound 188 St @ Fraser Hwy,0,BUS ZN
49.212003,57864,-122.468339,7938,,,,Northbound 272 St @ 11500 Block (Flag),0,BUS ZN
49.284341,53281,-122.822202,3316,,,,Westbound Guildford Way @ Eagle Ridge Hospital,0,BUS ZN
49.177064,57218,-122.647349,7289,,,,Westbound 96 Ave @ 208 St,0,BUS ZN
49.176303,57217,-122.638979,7288,,,,Northbound 210 St @ 95A Ave,0,BUS ZN
49.130061,60756,-122.701575,10675,,,,Northbound 188 St @ 70 Ave,0,BUS ZN
49.182414,55603,-122.867617,5658,,,,Northbound 128 St @ 99 Ave,0,BUS ZN
49.18472,55604,-122.867536,5659,,,,Northbound 128 St @ 100 Ave,0,BUS ZN
49.177471,55601,-122.867827,5656,,,,Northbound 128 St @ 96 Ave,0,BUS ZN
49.18017,55602,-122.867702,5657,,,,Northbound 128 St @ 98 Ave,0,BUS ZN
49.171991,55599,-122.867916,5654,,,,Northbound 128 St @ 93 Ave,0,BUS ZN
49.17483,55600,-122.867913,5655,,,,Northbound 128 St @ 9400 Block,0,BUS ZN
49.166929,55597,-122.867914,5652,,,,Northbound 128 St @ Prince Charles Blvd,0,BUS ZN
49.170073,55598,-122.867908,5653,,,,Northbound 128 St @ 92 Ave,0,BUS ZN
49.162928,55596,-122.867886,5651,,,,Northbound 128 St @ 88 Ave,0,BUS ZN
49.24898,60172,-122.580229,12468,,,,Southbound 232 St @ 136 Ave,0,BUS ZN
49.243925,60170,-122.57992,12469,,,,Southbound 232 St @ 132 Ave,0,BUS ZN
49.254634,60177,-122.581094,12464,,,,Eastbound Foreman Dr @ 232 St,0,BUS ZN
49.258601,60179,-122.57448,12465,,,,Southbound Silver Valley Rd @ 141 Ave,0,BUS ZN
49.254678,60180,-122.5771,12466,,,,Southbound Silver Valley Rd @ 13800 Block,0,BUS ZN
49.252304,60182,-122.579493,12467,,,,Westbound Silver Valley Rd @ 232A St,0,BUS ZN
49.249719,60173,-122.585996,12460,,,,Westbound 136 Ave @ 229A St,0,BUS ZN
49.249445,60174,-122.590277,12461,,,,Westbound 136 Ave @ 228A St,0,BUS ZN
49.251585,60175,-122.588003,12462,,,,Eastbound Foreman Dr @ Haley St,0,BUS ZN
49.254331,60176,-122.584772,12463,,,,Eastbound Foreman Dr @ 229B St,0,BUS ZN
49.212747,57703,-122.606558,7777,,,,Port Haney Station @ Bay 1,0,BUS ZN
49.218935,57701,-122.601625,7774,,,,Northbound 224 St @ 119 Ave,0,BUS ZN
49.216224,57700,-122.601329,7773,,,,Northbound 224 St @ North Ave,0,BUS ZN
49.216042,57699,-122.599318,7772,,,,Westbound North Ave @ 225 St,0,BUS ZN
49.211944,57698,-122.597568,7771,,,,Westbound 116 Ave @ 22500 Block,0,BUS ZN
49.210612,57697,-122.595121,7770,,,,Westbound 116 Ave @ 227 St,0,BUS ZN
49.214336,57705,-122.617354,7779,,,,Westbound River Rd @ Carr St,0,BUS ZN
49.213242,57704,-122.608728,7778,,,,Westbound River Rd @ River Bend,0,BUS ZN
49.290264,53877,-122.774104,3917,,,,Northbound Gabriola Dr @ Savary Ave,0,BUS ZN
49.289197,53876,-122.773213,3916,,,,Northbound Gabriola Dr @ Georgeson Ave,0,BUS ZN
49.288287,53875,-122.776518,3915,,,,Eastbound Dunkirk Ave @ Hornby St,0,BUS ZN
49.287452,53874,-122.779416,3914,,,,Eastbound Dunkirk Ave @ Galiano St,0,BUS ZN
49.28772,53873,-122.78314,3913,,,,Eastbound Dunkirk Ave @ Pipeline Rd,0,BUS ZN
49.286178,53872,-122.784342,3912,,,,Northbound Pipeline Rd @ Ozada Ave,0,BUS ZN
49.283619,53871,-122.785596,3911,,,,Northbound Pipeline Rd @ Glen Dr,0,BUS ZN
49.291275,53879,-122.777818,3919,,,,Westbound Harwood Ave @ Hornby St,0,BUS ZN
49.291271,53878,-122.774651,3918,,,,Westbound Harwood Ave @ Gabriola Dr,0,BUS ZN
49.036993,56667,-123.081354,6730,,,,Southbound Hwy 17 @ 52 St,0,BUS ZN
49.028724,56668,-123.098201,6731,,,,Southbound Hwy 17 @ Tsawwassen Dr,0,BUS ZN
49.007327,56669,-123.130103,6732,,,,Tsawwassen Ferry Terminal @ Bay 1,0,BUS ZN
49.029442,56670,-123.096179,6733,,,,Northbound Hwy 17 @ Tsawwassen Dr,0,BUS ZN
49.038038,56671,-123.078231,6734,,,,Northbound Hwy 17 @ 52 St,0,BUS ZN
49.043583,56672,-123.066764,6735,,,,Northbound Hwy 17 @ 56 St,0,BUS ZN
49.087605,56673,-123.061986,6736,,,,Ladner Exchange @ Bay 4,0,BUS ZN
49.09125,56674,-123.056781,6738,,,,Northbound Hwy 17A @ Hwy 10,0,BUS ZN
49.133848,56675,-123.114175,6739,,,,Northbound No. 4 Rd @ Steveston Hwy,0,BUS ZN
49.085793,58067,-123.059711,8318,,,,Southbound Clarence Taylor Cres @ 4600 Block,0,BUS ZN
49.199689,55429,-122.846433,9929,,,,Northbound King George Blvd @ 108 Ave,0,BUS ZN
49.249632,50456,-123.127357,460,,,,Northbound Oak St @ W King Edward Ave,0,BUS ZN
49.206332,55434,-122.865763,9923,,,,Eastbound King George Blvd @ 128 St,0,BUS ZN
49.204242,55435,-122.853647,9924,,,,Southbound King George Blvd @ 132 St,0,BUS ZN
49.198487,55437,-122.845929,9926,,,,Southbound King George Blvd @ 108 Ave,0,BUS ZN
49.194136,55439,-122.845515,9927,,,,Southbound King George Blvd @ 105A Ave,0,BUS ZN
49.25921,50213,-123.138595,214,,,,Northbound Granville St @ W 14 Ave,0,BUS ZN
49.261157,50214,-123.13852,215,,,,Northbound Granville St @ W 12 Ave,0,BUS ZN
49.253467,50211,-123.138804,212,,,,Northbound Granville St @ Matthews Ave,0,BUS ZN
49.257367,50212,-123.138663,213,,,,Northbound Granville St @ W 16 Ave,0,BUS ZN
49.250127,50209,-123.138924,210,,,,Northbound Granville St @ W King Edward Ave,0,BUS ZN
49.252263,50210,-123.138834,211,,,,Northbound Granville St @ Balfour Ave,0,BUS ZN
49.119498,61541,-122.685263,11578,,,,Northbound 194 St @ 64 Ave,0,BUS ZN
49.265651,50217,-123.138349,218,,,,Northbound Granville St @ W 7th Ave,0,BUS ZN
49.031009,56030,-122.801844,6088,,,,White Rock Centre @ Bay 2,0,BUS ZN
49.031554,56031,-122.776018,6089,,,,Northbound King George Blvd @ 16 Ave,0,BUS ZN
49.185344,59556,-122.952048,12077,,,,Eastbound Boyd St @ Gifford St,0,BUS ZN
49.184961,59552,-122.953118,12076,,,,Westbound Boyd St @ Gifford St,0,BUS ZN
49.118911,56026,-122.911037,6084,,,,Westbound Kittson Parkway @ McKenzie Dr,0,BUS ZN
49.119253,56027,-122.920971,6085,,,,Westbound Kittson Parkway @ Lyon Rd,0,BUS ZN
49.119481,56024,-122.896765,6082,,,,Westbound 64 Ave @ Wade Rd,0,BUS ZN
49.119126,56025,-122.902278,6083,,,,Westbound Kittson Parkway @ Summit Cres,0,BUS ZN
49.283161,61930,-123.076463,12071,,,,Westbound Powell St @ Clark Dr,0,BUS ZN
49.282052,61933,-123.086717,12070,,,,Eastbound Cordova Diversion @ Hawks Ave,0,BUS ZN
49.13371,55943,-122.861846,5999,,,,Eastbound 72 Ave @ 130 St,0,BUS ZN
49.313465,61536,-122.923185,11572,,,,Eastbound Bedwell Bay Rd @ Midden Rd,0,BUS ZN
49.241402,53610,-122.862327,3649,,,,Southbound Marmont St @ Delestre Ave,0,BUS ZN
49.24504,53608,-122.857932,3647,,,,Westbound Rochester Ave @ Laval St,0,BUS ZN
49.245093,53607,-122.853697,3646,,,,Westbound Rochester Ave @ Schoolhouse St,0,BUS ZN
49.246654,53606,-122.852362,3645,,,,Northbound Schoolhouse St @ Madore Ave,0,BUS ZN
49.244937,53605,-122.856789,3644,,,,Eastbound Rochester Ave @ Laval St,0,BUS ZN
49.244895,53604,-122.861683,3643,,,,Eastbound Rochester Ave @ Marmont St,0,BUS ZN
49.24299,53603,-122.862146,3642,,,,Northbound Marmont St @ Thomas Ave,0,BUS ZN
49.241541,53602,-122.862168,3641,,,,Northbound Marmont St @ Cartier Ave,0,BUS ZN
49.241779,52526,-122.98231,2550,,,,Eastbound Gilpin St @ Chapple Cres,0,BUS ZN
49.241748,58318,-122.976908,2551,,,,Eastbound Gilpin St @ Cedarwood St,0,BUS ZN
49.245817,52528,-122.974513,2553,,,,Northbound Norland Ave @ Canada Way,0,BUS ZN
49.248593,52529,-122.974611,2554,,,,Northbound Norland Ave @ Ledger Ave,0,BUS ZN
49.24985,52531,-122.970225,2556,,,,Eastbound Sprott St @ Norland Ave East,0,BUS ZN
49.249864,58720,-122.967763,2557,,,,Eastbound Sprott St @ Kensington Ave,0,BUS ZN
49.261699,52533,-122.966987,2558,,,,Eastbound Broadway @ Kensington Ave,0,BUS ZN
49.261458,52534,-122.963811,2559,,,,Eastbound Broadway @ Sperling Ave,0,BUS ZN
49.29023,50611,-123.133644,11477,,,,Eastbound Robson St @ Bidwell St,0,BUS ZN
49.275854,50536,-123.128375,11475,,,,Southbound Granville St @ Drake St,0,BUS ZN
49.269179,51941,-123.145428,11473,,,,Northbound Burrard St @ W 3rd Ave,0,BUS ZN
49.169765,56450,-123.136665,11470,,,,Southbound No. 3 Rd @ Westminster Hwy,0,BUS ZN
49.173763,56454,-123.135822,11471,,,,Lansdowne Station @ Bay 2,0,BUS ZN
49.16218,54963,-122.922216,5015,,,,Southbound Brooke Rd @ Dunlop Rd,0,BUS ZN
49.158349,54964,-122.921247,5016,,,,Southbound Brooke Rd @ 85A Ave,0,BUS ZN
49.155985,54965,-122.920073,5017,,,,Eastbound 84 Ave @ Brooke Rd,0,BUS ZN
49.155974,54966,-122.91683,5018,,,,Eastbound 84 Ave @ 110A St,0,BUS ZN
49.155963,54967,-122.911531,5019,,,,Eastbound 84 Ave @ 112 St,0,BUS ZN
49.356466,54370,-123.106089,4419,,,,Northbound Capilano Rd @ Montroyal Blvd,0,BUS ZN
49.352871,54369,-123.107029,4418,,,,Northbound Capilano Rd @ Handsworth Rd,0,BUS ZN
49.351104,54368,-123.107653,4417,,,,Northbound Capilano Rd @ Edgewood Rd,0,BUS ZN
49.347433,54367,-123.111201,4416,,,,Northbound Capilano Rd @ Eldon Rd,0,BUS ZN
49.345601,54366,-123.110999,4415,,,,Northbound Capilano Rd @ Mt Crown Rd,0,BUS ZN
49.34412,54365,-123.11158,4414,,,,Northbound Capilano Rd @ Edgemont Blvd,0,BUS ZN
49.339563,54364,-123.113041,4412,,,,Westbound Ridgewood Dr @ Norcross Way,0,BUS ZN
49.343662,54362,-123.111635,4410,,,,Westbound Edgemont Blvd @ Capilano Rd,0,BUS ZN
49.262356,50911,-123.062394,919,,,,Westbound E Broadway @ Lakewood Dr,0,BUS ZN
49.262127,50910,-123.055187,918,,,,Westbound E Broadway @ Kamloops St,0,BUS ZN
49.292711,59100,-122.838034,9548,,,,Southbound Heritage Mountain Blvd @ Parkside Dr,0,BUS ZN
49.072966,59122,-123.078453,9549,,,,Northbound Arthur Dr @ 3800 Block,0,BUS ZN
49.262097,50907,-123.044962,915,,,,Westbound E Broadway @ Renfrew St,0,BUS ZN
49.118994,59046,-122.757191,9547,,,,Westbound 64 Ave @ 168 St,0,BUS ZN
49.262111,50909,-123.051889,917,,,,Westbound E Broadway @ Penticton St,0,BUS ZN
49.262111,50908,-123.050045,916,,,,Westbound E Broadway @ Slocan St,0,BUS ZN
49.262009,50904,-123.034312,911,,,,Westbound E Broadway @ Rupert St,0,BUS ZN
49.262053,50903,-123.031548,910,,,,Westbound E Broadway @ Cassiar St,0,BUS ZN
49.172097,59091,-122.801068,9540,,,,Northbound 152 St @ 93 Ave,0,BUS ZN
49.261989,50905,-123.037125,912,,,,Westbound E Broadway @ Windermere St,0,BUS ZN
49.216465,57949,-122.666097,8024,,99955,,Maple Meadows Station Eastbound,0,WCE3Z
49.13705,57090,-122.732747,11815,,,,Eastbound Fraser Hwy @ 176 St,0,BUS ZN
49.156153,61723,-122.667754,11816,,,,Northbound 200 St @ 84 Ave,0,BUS ZN
49.139025,55350,-122.736472,11817,,,,Westbound Fraser Hwy @ 176 St,0,BUS ZN
49.159698,61714,-122.660586,11810,,,,Carvolth Exchange @ Bay 6,0,BUS ZN
49.15953,61715,-122.660673,11811,,,,Carvolth Exchange @ Bay 7,0,BUS ZN
49.266906,61684,-123.09471,11813,,,,Westbound Great Northern Way @ Thornton St,0,BUS ZN
49.155167,61724,-122.668315,11818,,,,Southbound 200 St @ 84 Ave,0,BUS ZN
49.190921,61730,-122.801015,11819,,,,Southbound 152 St @ 104 Ave,0,BUS ZN
49.099987,57099,-122.656815,7168,,,,Southbound 204 St @ 54 Ave,0,BUS ZN
49.098522,57100,-122.660855,7169,,,,Westbound 53 Ave @ 203 St,0,BUS ZN
49.11441,57094,-122.681364,7162,,,,Eastbound Fraser Hwy @ 195A St,0,BUS ZN
49.115794,57093,-122.684314,7161,,,,Eastbound Fraser Hwy @ 194 St,0,BUS ZN
49.106346,57097,-122.654492,7166,,,,Langley Centre @ Bay 4,0,BUS ZN
49.103152,57098,-122.65668,7167,,,,Southbound 204 St @ Douglas Cres,0,BUS ZN
49.285962,58003,-123.111516,8078,,12034,,Waterfront Station @ Platform 1,0,ZN 1
49.239561,53383,-122.858388,3420,,,,Westbound Brunette Ave @ Laval St,0,BUS ZN
49.150244,60643,-122.595327,12895,,,,Eastbound Telegraph Trail @ Glover Rd,0,BUS ZN
49.150251,60642,-122.594994,12894,,,,Westbound Telegraph Trail @ Glover Rd,0,BUS ZN
49.262311,57998,-123.069077,8073,,99917,,Commercial-Broadway Station @ Platform 3,0,ZN 1
49.290268,60645,-123.130384,12896,,,,Eastbound W Georgia St @ Cardero St,0,BUS ZN
49.232426,60637,-123.090467,12891,,,,Northbound Fraser St @ E 41 Ave,0,BUS ZN
49.326644,60638,-122.950544,12890,,,,Northbound Panorama Dr @ Gallant Ave,0,BUS ZN
49.253952,59410,-122.981956,12893,,,,Northbound Douglas Rd @ Laurel St,0,BUS ZN
49.198786,60639,-122.837391,12892,,,,Eastbound 108 Ave @ 139 St,0,BUS ZN
49.223425,51208,-123.065653,1217,,,,Northbound Victoria Dr @ E 51 Ave,0,BUS ZN
49.21691,51205,-123.065874,1214,,,,Northbound Victoria Dr @ Brigadoon Ave,0,BUS ZN
49.218398,51206,-123.065832,1215,,,,Northbound Victoria Dr @ Upland Dr,0,BUS ZN
49.01931,56276,-122.792996,6336,,,,Westbound Columbia Ave @ 15500 Block,0,BUS ZN
49.244919,51102,-123.153466,1111,,,,Southbound Arbutus St @ Valley Dr,0,BUS ZN
49.218787,51434,-122.933888,1446,,,,Northbound Canada Way @ 12 Ave,0,BUS ZN
49.239992,51104,-123.155467,1113,,,,Southbound Arbutus St @ W 35 Ave,0,BUS ZN
49.242695,51103,-123.15359,1112,,,,Southbound Arbutus St @ W 32 Ave,0,BUS ZN
49.236097,51106,-123.155609,1115,,,,Southbound West Blvd @ W 39 Ave,0,BUS ZN
49.23803,51105,-123.155552,1114,,,,Southbound West Blvd @ W 37 Ave,0,BUS ZN
49.232443,51108,-123.155746,1117,,,,Southbound West Blvd @ W 43 Ave,0,BUS ZN
49.234303,51107,-123.155677,1116,,,,Southbound West Blvd @ W 41 Ave,0,BUS ZN
49.224673,51989,-123.045214,2006,,,,Eastbound E 49 Ave @ Killarney St,0,BUS ZN
49.22316,51437,-122.939669,1449,,,,Northbound Canada Way @ 18 Ave,0,BUS ZN
49.22192,51436,-122.938077,1448,,,,Northbound Canada Way @ 16 Ave,0,BUS ZN
49.224744,51987,-123.054297,2004,,,,Eastbound E 49 Ave @ Elliott St,0,BUS ZN
49.22471,51988,-123.049761,2005,,,,Eastbound E 49 Ave @ Vivian St,0,BUS ZN
49.153406,54805,-122.959105,4857,,,,Westbound River Rd @ 9500 Block,0,BUS ZN
49.350656,54535,-123.094356,4587,,,,Southbound Highland Blvd @ Derby Place,0,BUS ZN
49.35247,54534,-123.095093,4586,,,,Southbound Highland Blvd @ Handsworth Rd,0,BUS ZN
49.022128,56278,-122.797539,6338,,,,Northbound Centre St @ Royal Ave,0,BUS ZN
49.234673,60745,-123.186318,12168,,,,Dunbar Loop @ Bay 3,0,BUS ZN
49.134002,54798,-122.904771,4850,,,,Westbound 72 Ave @ 115 St,0,BUS ZN
49.245468,52281,-122.911482,2303,,,,Southbound Cariboo Rd @ Stormont Ave,0,BUS ZN
49.207682,55147,-122.834717,5199,,,,Westbound 113 Ave @ 140 St,0,BUS ZN
49.249633,52280,-122.914361,2302,,,,Southbound Cariboo Rd @ Cariboo Place,0,BUS ZN
49.243573,52283,-122.909715,2305,,,,Southbound Cariboo Rd @ 7100 Block,0,BUS ZN
49.2367,52285,-122.905975,2307,,,,Southbound Cariboo Rd @ 7600 Block,0,BUS ZN
49.345298,54737,-123.147176,4789,,,,Westbound Cross Creek Rd @ Chartwell Dr,0,BUS ZN
49.346232,54736,-123.144455,4788,,,,Westbound Cross Creek Rd @ Highland Dr,0,BUS ZN
49.34447,54735,-123.13605,4787,,,,Northbound Eyremount Dr @ Southborough Dr,0,BUS ZN
49.342862,54734,-123.138921,4786,,,,Northbound Southborough Dr @ Parkside Rd,0,BUS ZN
49.341901,54670,-123.168635,4722,,,,Westbound Queens Ave @ 21 St,0,BUS ZN
49.33495,54731,-123.13477,4783,,,,Northbound Taylor Way @ Inglewood Ave,0,BUS ZN
49.331579,54730,-123.134742,4782,,,,Northbound Taylor Way @ Keith Rd,0,BUS ZN
49.354226,54729,-123.248666,4781,,,,Southbound Northwood Dr @ Woodburn Rd,0,BUS ZN
49.354237,54728,-123.245775,4780,,,,Westbound Woodburn Rd @ Woodgreen Dr,0,BUS ZN
49.180372,55766,-122.789991,5821,,,,Southbound 156 St @ 98 Ave,0,BUS ZN
49.183966,55765,-122.789939,5820,,,,Southbound 156 St @ 100 Ave,0,BUS ZN
49.195652,61331,-123.125982,11269,,,,Bridgeport Station @ Bay 12,0,BUS ZN
49.195565,61330,-123.126212,11268,,,,Bridgeport Station @ Bay 11,0,BUS ZN
49.166273,55770,-122.790215,5825,,,,Southbound 156 St @ 89B Ave,0,BUS ZN
49.169636,55769,-122.790193,5824,,,,Southbound 156 St @ 92 Ave,0,BUS ZN
49.162909,55772,-122.795379,5827,,,,Westbound 88 Ave @ 154A St,0,BUS ZN
49.162902,55771,-122.790903,5826,,,,Westbound 88 Ave @ 156 St,0,BUS ZN
49.315354,54023,-123.056611,11263,,,,Southbound Grand Blvd East @ E 9th St,0,BUS ZN
49.205381,61360,-123.130464,11262,,,,Southbound Oak St @ W 72 Ave,0,BUS ZN
49.325675,61336,-123.088428,11261,,,,Eastbound Larson Rd @ Fir St,0,BUS ZN
49.266245,61040,-123.115944,11260,,,,Olympic Village Station @ Bay 1,0,BUS ZN
49.195246,61328,-123.126904,11267,,,,Bridgeport Station @ Bay 9,0,BUS ZN
49.195144,61327,-123.127071,11266,,,,Bridgeport Station @ Bay 8,0,BUS ZN
49.177479,61359,-122.664276,11265,,,,Northbound 201 St @ 96 Ave,0,BUS ZN
49.119029,61296,-122.660877,11264,,,,Westbound 64 Ave @ 203 St,0,BUS ZN
49.237907,51787,-123.031047,1801,,,,Joyce Station @ Bay 4,0,BUS ZN
49.196319,61882,-122.539093,11989,,,,Eastbound McClure Dr @ 24700 Block,0,BUS ZN
49.202914,55793,-122.838015,5848,,,,Eastbound Grosvenor Rd @ Brentwood Cres,0,BUS ZN
49.197238,59161,-122.556619,9671,,,,Northbound 240 St @ McClure Dr,0,BUS ZN
