latitude,property_type,room_type,accommodates,bedrooms,beds,bbq,tv,white_goods,bathrooms_type,bathrooms_number,bus_radius,within_radius,average_nearest_price,longitude
49.27858,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,688000.0,-123.12091
49.23665,8,2,2,1.0,1.0,1.0,0.0,1.0,1,1.0,0,0,2544660.0,-123.17934
49.26433,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,2416320.0,-123.10152
49.28966,0,0,6,2.0,2.0,0.0,1.0,1.0,2,2.5,1,0,948600.0,-123.1333
49.27411,3,0,4,1.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1193700.0,-123.04884
49.25973,1,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,1,1,3060300.0,-123.06928
49.22766,10,2,1,1.0,1.0,0.0,0.0,1.0,1,1.0,1,0,2253260.0,-123.15956
49.284,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1835600.0,-123.11432
49.26472,1,0,6,2.0,2.0,0.0,1.0,1.0,2,1.0,0,1,1265620.0,-123.10804
49.28668,5,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,0,1,603600.0,-123.13184
49.2861,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,2827100.0,-123.05978
49.24676,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,1982060.0,-123.05111
49.28344,4,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,573460.0,-123.10375
49.27951,5,0,4,1.0,3.0,0.0,1.0,1.0,2,1.0,0,1,1809000.0,-123.12739
49.23838,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1084080.0,-123.04319
49.24965,3,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,0,0,1600260.0,-123.07027
49.26844,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,2569820.0,-123.109
49.28109,4,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,549200.0,-123.10671
49.28281,5,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,1,0,822400.0,-123.13619
49.24817,3,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,1,0,2429100.0,-123.12094
49.28186,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1194600.0,-123.10567
49.27804,4,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,749400.0,-123.1211
49.2277353,0,0,6,3.0,4.0,0.0,1.0,1.0,2,3.0,1,1,3086860.0,-123.1158627
49.28035,5,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,992800.0,-123.10905
49.26563,3,0,6,4.0,5.0,1.0,1.0,1.0,2,2.5,0,0,1577760.0,-123.17447
49.27841,5,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,935000.0,-123.10815
49.2466,1,0,2,1.0,2.0,1.0,0.0,0.0,2,1.0,0,0,1284800.0,-123.06222
49.2766,0,0,3,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,679800.0,-123.12696
49.27834,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,742800.0,-123.13206
49.26772,0,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,646200.0,-123.13623
49.21267,1,0,6,3.0,3.0,0.0,1.0,1.0,2,1.0,0,0,2166000.0,-123.06414
49.28646,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,1,850600.0,-123.13072
49.27865,0,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,0,1,559400.0,-123.11916
49.28406,5,0,2,1.0,1.0,0.0,1.0,1.0,2,2.0,0,0,585000.0,-123.12878
49.2631743,0,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,1,0,681000.0,-123.0877471
49.25011,6,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,700300.0,-123.12779
49.2813495,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1166000.0,-123.0827452
49.28169,5,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1046000.0,-123.11802
49.28216,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,672800.0,-123.12438
49.27692,0,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,0,1,776600.0,-123.10058
49.27831,4,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,722000.0,-123.12079
49.2871,5,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,0,1,616000.0,-123.13214
49.22146,1,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,0,0,1696020.0,-123.10374
49.2587,7,0,5,2.0,3.0,0.0,1.0,1.0,2,1.5,0,0,1211400.0,-123.13084
49.28038,4,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1812200.0,-123.1224
49.22866,3,0,2,1.0,2.0,0.0,1.0,0.0,2,1.0,1,0,1905780.0,-123.03668
49.24514,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1842000.0,-123.10224
49.26966,5,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,0,0,2942600.0,-123.17164
49.25227,1,0,3,1.0,1.0,0.0,0.0,1.0,2,1.0,0,1,1092400.0,-123.06826
49.27964,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1518400.0,-123.108856
49.2792118,4,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,953600.0,-123.1214803
49.28905,5,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1338600.0,-123.12774
49.24094,2,0,4,2.0,2.0,0.0,1.0,1.0,2,1.5,0,0,1219200.0,-123.06918
49.26115,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,910600.0,-123.11512
49.24209,1,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,1,0,1487360.0,-123.03487
49.28079,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,0,1,807200.0,-123.12294
49.27536,11,2,2,1.0,1.0,0.0,1.0,1.0,1,1.0,1,1,689440.0,-123.10028
49.25912,13,2,2,1.0,1.0,1.0,1.0,1.0,1,1.0,0,0,3502640.0,-123.16205
49.26851,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1471260.0,-123.15162
49.28262,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,742600.0,-123.1168
49.26053,8,0,6,3.0,3.0,1.0,1.0,0.0,2,1.0,0,0,2606040.0,-123.16233
49.27951,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1637200.0,-123.10874
49.2798136,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,617800.0,-123.1056406
49.24242,10,2,2,1.0,1.0,0.0,0.0,1.0,1,1.0,1,1,2100100.0,-123.10296
49.27191,1,0,2,1.0,1.0,0.0,0.0,0.0,2,1.0,0,0,1794700.0,-123.0659
49.275593,1,0,4,1.0,2.0,1.0,1.0,0.0,2,1.0,0,0,1458460.0,-123.037613
49.26567,1,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1502600.0,-123.06469
49.28111,7,0,4,2.0,1.0,0.0,0.0,1.0,2,2.0,1,1,964000.0,-123.07293
49.28834,0,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1415600.0,-123.12292
49.26846,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,694800.0,-123.15756
49.27906,5,0,6,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,654400.0,-123.12552
49.274452,0,0,6,2.0,3.0,1.0,1.0,1.0,2,2.0,1,0,860600.0,-123.127953
49.28266,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1998400.0,-123.14147
49.27926,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,677800.0,-123.11004
49.27848,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,551600.0,-123.12038
49.26767,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,2005400.0,-123.06157
49.23955,10,2,3,1.0,1.0,0.0,0.0,1.0,0,1.0,1,0,516400.0,-123.03171
49.26039,5,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,1,1473020.0,-123.07146
49.24938,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,1,0,1824920.0,-123.09775
49.26716317163536,4,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,588600.0,-123.09802723448364
49.2669,5,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,0,0,1264000.0,-123.18265
49.27885,5,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1540000.0,-123.10844
49.28629,0,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1674000.0,-123.125
49.28771209716797,0,0,5,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,815800.0,-123.12672424316406
49.27188,1,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1688480.0,-123.06737
49.24911,1,0,4,2.0,3.0,1.0,1.0,1.0,2,1.0,1,0,1673800.0,-123.07706
49.20915,1,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,0,0,2733660.0,-123.14363
49.28264,11,2,2,1.0,1.0,0.0,1.0,0.0,0,1.0,1,1,2185341.2,-123.11427
49.27807,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,689000.0,-123.12876
49.251869,1,0,5,3.0,4.0,0.0,1.0,0.0,2,1.0,1,0,1271040.0,-123.07547
49.26274,11,2,2,1.0,1.0,1.0,0.0,0.0,1,1.0,1,1,3860200.0,-123.12739
49.239,1,0,5,2.0,3.0,0.0,0.0,1.0,2,1.0,1,0,1376340.0,-123.08606
49.27731,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1261620.0,-123.12614
49.27404,0,0,3,1.0,1.0,1.0,1.0,1.0,2,1.0,1,0,1244800.0,-123.11447
49.24556,3,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,3075800.0,-123.10977
49.27754,0,0,2,2.0,1.0,0.0,1.0,1.0,2,1.0,0,1,1049200.0,-123.11257
49.24745,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1465000.0,-123.12041
49.29295,1,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1936720.0,-123.04857
49.24489,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,1,1770580.0,-123.10302
49.22853,3,0,8,4.0,4.0,0.0,1.0,1.0,2,4.5,0,0,3655100.0,-123.13437
49.24002,3,0,8,3.0,4.0,0.0,1.0,1.0,2,1.0,0,0,1358020.0,-123.07362
49.24926,13,2,2,1.0,2.0,1.0,0.0,1.0,0,1.0,0,0,2614560.0,-123.1827
49.27831211091659,5,0,4,1.0,2.0,1.0,1.0,1.0,2,1.0,1,1,782400.0,-123.1079287151696
49.23082657572055,3,0,6,2.0,3.0,0.0,1.0,0.0,2,1.0,0,0,1601800.0,-123.06884329259032
49.2644,1,0,5,2.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1448180.0,-123.04395
49.2552,10,2,2,1.0,3.0,0.0,0.0,1.0,0,1.0,0,0,2501680.0,-123.12238
49.28194,0,0,6,3.0,3.0,0.0,1.0,1.0,2,2.5,1,1,703600.0,-123.12335
49.25469,1,0,6,2.0,3.0,0.0,1.0,1.0,2,1.0,1,0,1513400.0,-123.05583
49.27942,5,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,4192620.0,-123.1299
49.28614,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,3026800.0,-123.1268
49.29419,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.5,1,0,2658800.0,-123.13586
49.2815,4,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,491920.0,-123.10422
49.2916751,5,0,2,1.0,1.0,1.0,0.0,1.0,2,1.0,1,0,1090000.0,-123.1332321
49.21279,8,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,0,1,1414800.0,-123.11202
49.27964,5,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,655400.0,-123.10663
49.27854,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,680200.0,-123.12577
49.23588,10,2,2,1.0,1.0,0.0,0.0,1.0,0,1.0,0,0,2009600.0,-123.10718
49.26067,3,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,3431660.0,-123.20827
49.25137729999999,3,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,1,1,1326900.0,-123.0993979
49.2691,5,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,822600.0,-123.10345
49.27728,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,484960.0,-123.13039
49.23471,1,0,2,1.0,2.0,1.0,1.0,0.0,2,1.0,1,0,2123200.0,-123.10044
49.28194,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1881600.0,-123.08367
49.23859,13,2,3,1.0,2.0,0.0,0.0,1.0,1,1.0,0,0,3453200.0,-123.19518
49.28201,10,2,2,1.0,1.0,0.0,0.0,1.0,1,1.0,1,1,1679740.0,-123.05644
49.25316,1,0,3,1.0,3.0,0.0,0.0,0.0,2,1.0,1,0,1601380.0,-123.08
49.23421,3,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1437400.0,-123.102
49.25767,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,2508360.0,-123.1491
49.2841288,10,2,2,2.0,1.0,1.0,1.0,1.0,1,1.0,0,1,570320.0,-123.1333351
49.27149,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,1593640.0,-123.04099
49.25828928599499,8,2,2,1.0,1.0,0.0,1.0,1.0,0,1.0,0,0,2291860.0,-123.20171121507884
49.21595,1,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,0,0,2197680.0,-123.05261
49.278,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,691600.0,-123.10719
49.25204,10,2,2,1.0,1.0,0.0,1.0,0.0,0,1.0,0,0,1745960.0,-123.07269
49.27568,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,757600.0,-123.11587
49.27951,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,846000.0,-123.10752
49.27665,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,838800.0,-123.11686
49.28484,10,2,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,581000.0,-123.11437
49.28164,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,783000.0,-123.11006
49.28112,4,0,4,1.0,2.0,1.0,1.0,1.0,2,1.0,1,1,543000.0,-123.10627
49.28022,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1324140.0,-123.12653
49.27875,0,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,707600.0,-123.11443
49.28191,4,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,1,628400.0,-123.10273
49.27492,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,2379600.0,-123.07248
49.27489,7,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,3423200.0,-123.15252
49.26104,13,2,2,1.0,1.0,1.0,0.0,1.0,1,1.0,0,0,2514500.0,-123.16211
49.277122,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,738400.0,-123.128647
49.28588,0,0,8,5.0,4.0,0.0,1.0,1.0,2,2.0,1,0,3026800.0,-123.12715
49.27877,0,0,6,3.0,4.0,0.0,1.0,1.0,2,2.0,1,1,868400.0,-123.12912
49.26135,11,2,1,1.0,1.0,0.0,0.0,0.0,1,1.0,0,1,1609400.0,-123.10423
49.28557,5,0,2,1.0,2.0,1.0,1.0,1.0,2,1.0,1,1,1674000.0,-123.12443
49.22703,5,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,2878800.0,-123.09093
49.27817,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,545600.0,-123.12644
49.20875,3,0,6,3.0,3.0,1.0,1.0,1.0,2,1.5,1,1,1120200.0,-123.11862
49.28856,1,0,3,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,573780.0,-123.05991
49.25264,3,0,6,2.0,3.0,0.0,1.0,1.0,2,1.0,1,0,1593820.0,-123.07762
49.27105,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,2943400.0,-123.18246
49.26509,3,0,3,3.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1664460.0,-123.04036
49.21479,3,0,11,4.0,6.0,0.0,1.0,1.0,2,4.0,0,0,3076000.0,-123.13701
49.25011,6,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,700300.0,-123.12779
49.25846,10,2,2,1.0,1.0,0.0,1.0,1.0,0,1.0,0,0,1483000.0,-123.15491
49.27994,0,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,848400.0,-123.10857
49.27914,0,0,4,2.0,2.0,1.0,1.0,1.0,2,1.5,1,1,672200.0,-123.12016
49.21851,1,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1195180.0,-123.07433
49.28224,3,0,6,3.0,5.0,0.0,1.0,1.0,2,2.0,1,0,1691360.0,-123.02616
49.25076,3,0,2,2.0,1.0,0.0,1.0,0.0,2,1.0,0,0,3180720.0,-123.10873
49.2502,3,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,1605900.0,-123.04452
49.23026,10,2,4,2.0,2.0,0.0,1.0,1.0,0,1.0,0,0,1477040.0,-123.07289
49.2749061,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,1378200.0,-123.1310278
49.27894,4,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,966000.0,-123.12218
49.27849,0,0,5,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,920200.0,-123.10767
49.27384567260742,6,0,4,1.0,2.0,1.0,1.0,1.0,2,1.0,1,0,588800.0,-123.12692260742188
49.28065,0,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,1,871400.0,-123.10795
49.2812,0,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,1,1,717400.0,-123.10691
49.26265,0,0,3,1.0,2.0,0.0,1.0,1.0,2,2.0,0,1,712400.0,-123.15237
49.2364,13,2,1,1.0,1.0,0.0,1.0,1.0,1,1.0,0,0,1182960.0,-123.08744
49.29148,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,749480.0,-123.14048
49.23958,5,0,4,2.0,2.0,1.0,1.0,1.0,2,3.0,1,0,922320.0,-123.03123
49.262,3,0,6,2.0,2.0,0.0,1.0,1.0,2,1.5,0,0,2742180.0,-123.19873
49.263538,1,0,3,1.0,2.0,0.0,1.0,0.0,2,1.0,1,0,1515400.0,-123.077103
49.21841,2,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,1851620.0,-123.0756
49.26832,1,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,4076460.0,-123.15837
49.27056424976861,3,0,2,1.0,2.0,1.0,1.0,0.0,2,1.0,0,0,1167400.0,-123.14704908116254
49.2786,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,572400.0,-123.12527
49.28095,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,543000.0,-123.10621
49.28671,0,0,5,3.0,3.0,0.0,1.0,1.0,2,2.0,1,0,832600.0,-123.12758
49.28442,0,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,1,0,775200.0,-123.12381
49.27796,5,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,1,1,1632400.0,-123.10868
49.25343,1,0,6,2.0,4.0,0.0,1.0,1.0,2,1.0,0,0,2354880.0,-123.10752
49.22834,10,2,2,1.0,1.0,0.0,1.0,1.0,0,1.0,1,0,1571100.0,-123.03047
49.27978,0,0,6,3.0,4.0,0.0,1.0,1.0,2,2.0,1,1,753800.0,-123.10806
49.28026,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,590220.0,-123.12452
49.20502,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,2674160.0,-123.13942
49.25855,3,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1782200.0,-123.0797
49.27851,0,0,3,1.0,2.0,0.0,0.0,1.0,2,1.0,1,1,747200.0,-123.09941
49.26638,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1158800.0,-123.1603
49.27807235717773,6,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,926000.0,-123.12232971191406
49.28224,0,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,1,1298800.0,-123.08339
49.22331,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1938420.0,-123.10524
49.28047,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,669200.0,-123.12333
49.27939,5,0,2,1.0,1.0,1.0,0.0,1.0,2,1.0,1,1,624600.0,-123.12067
49.26644,5,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,1,628580.0,-123.08922
49.27921,4,0,5,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,654800.0,-123.12201
49.27064,1,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1699480.0,-123.03864
49.28634,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,2866000.0,-123.13227
49.27968,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1590600.0,-123.13862
49.2708,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,855000.0,-123.10372
49.27895,4,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,680200.0,-123.12206
49.25523,1,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,0,0,3617580.0,-123.161652
49.25874710083008,2,0,4,1.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1776520.0,-123.06147003173828
49.25752,3,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,1,0,1558400.0,-123.15078
49.28107,11,2,5,1.0,2.0,0.0,1.0,1.0,0,1.0,1,1,1046000.0,-123.11649
49.22846,1,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,0,0,2113600.0,-123.09686
49.21144,0,0,10,5.0,5.0,0.0,1.0,1.0,2,4.0,0,0,2332000.0,-123.06261
49.24829,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,1489120.0,-123.05124
49.26571,11,2,1,1.0,1.0,0.0,0.0,1.0,0,1.0,1,0,926000.0,-123.13241
49.20967,1,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,2064960.0,-123.14499
49.28953,10,2,1,1.0,1.0,1.0,1.0,1.0,1,1.0,0,0,1775900.0,-123.04178
49.28575,5,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,0,1,693440.0,-123.13049
49.28451,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,577640.0,-123.13501
49.26975,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,3281200.0,-123.14841
49.2702,5,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,1062400.0,-123.16161
49.27992,0,0,4,1.0,2.0,0.0,1.0,0.0,2,1.0,1,1,1060400.0,-123.12284
49.23012,13,2,2,1.0,2.0,0.0,1.0,1.0,2,1.5,0,0,3413520.0,-123.14237
49.23357,10,2,2,1.0,1.0,0.0,0.0,0.0,1,1.0,1,0,1521880.0,-123.06357
49.26338,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,2826920.0,-123.12269
49.26663,0,0,2,1.0,1.0,1.0,0.0,1.0,2,1.0,1,0,2055400.0,-123.13379
49.27842,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,799400.0,-123.10661
49.2263,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,0,2477980.0,-123.14719
49.26018,1,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,0,0,938400.0,-123.1552
49.2786,0,0,6,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,2037600.0,-123.12437
49.26446,8,2,4,2.0,2.0,0.0,1.0,1.0,0,1.0,1,0,1079200.0,-123.18129
49.27203,0,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1176600.0,-123.11067
49.27595,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,943200.0,-123.12827
49.26732,4,0,3,1.0,2.0,0.0,1.0,0.0,2,1.0,1,1,641000.0,-123.09615
49.28019,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,791720.0,-123.12316
49.274987960447525,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,783200.0,-123.11507921665908
49.25114,3,0,5,2.0,2.0,0.0,1.0,1.0,2,1.5,1,0,3157800.0,-123.11539
49.26441,3,0,8,3.0,5.0,0.0,1.0,1.0,2,2.0,1,0,1618900.0,-123.05764
49.23166,10,2,2,1.0,1.0,1.0,1.0,1.0,1,2.0,0,0,3413520.0,-123.14237
49.21915,3,0,5,3.0,3.0,1.0,1.0,1.0,2,1.0,1,0,2026080.0,-123.10273
49.2787,4,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,966000.0,-123.12266
49.27680587768555,6,0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1265600.0,-123.1292495727539
49.27559,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1347000.0,-123.13415
49.27591,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1268800.0,-123.12616
49.26299,3,0,6,3.0,4.0,1.0,1.0,1.0,2,1.5,1,0,3178020.0,-123.20275
49.28061,5,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,685600.0,-123.12449
49.28642,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1381600.0,-123.12405
49.279240581072784,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,3049800.0,-123.09843843899344
49.27732,5,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,0,1,748800.0,-123.12063
49.28003,0,0,6,3.0,4.0,0.0,1.0,1.0,2,2.0,1,1,752200.0,-123.10926
49.27595,0,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,3130540.0,-123.12579
49.29267,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,2327400.0,-123.13626
49.25977,3,0,4,1.0,2.0,0.0,0.0,0.0,2,1.0,1,0,1380800.0,-123.05534
49.26681,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,613200.0,-123.09716
49.27752,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,856000.0,-123.12879
49.27897,8,2,2,1.0,1.0,0.0,1.0,1.0,0,1.0,1,1,1484600.0,-123.12721
49.26434,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1494980.0,-123.03881
49.23892,10,2,2,1.0,1.0,1.0,1.0,1.0,1,1.5,0,0,2548880.0,-123.17921
49.2308,1,0,3,1.0,1.0,0.0,0.0,0.0,2,1.0,0,0,1434700.0,-123.07286
49.2699,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,2610200.0,-123.10042
49.2792813,0,0,7,3.0,4.0,0.0,1.0,1.0,2,2.0,1,1,730200.0,-123.1065474
