latitude,property_type,room_type,accommodates,bedrooms,beds,bbq,tv,white_goods,bathrooms_type,bathrooms_number,bus_radius,within_radius,average_nearest_price,longitude
49.23443,8,0,6,2.0,2.0,0.0,1.0,1.0,2,1.5,1,0,2347520.0,-123.10683
49.25674,3,0,2,1.0,1.0,0.0,1.0,0.0,2,1.5,0,0,1635240.0,-123.0874
49.24124,3,0,3,2.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1514220.0,-123.0276
49.26671,5,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,1,1,610960.0,-123.10018
49.23073,3,0,3,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,1466200.0,-123.0577
49.27921,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1484600.0,-123.12677
49.27529,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1505800.0,-123.12668
49.27559,5,0,3,1.0,1.0,1.0,1.0,0.0,2,1.0,1,1,3606800.0,-123.11814
49.24164,10,2,2,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0,1653200.0,-123.02987
49.23835,3,0,5,3.0,3.0,1.0,1.0,1.0,2,2.0,0,0,2898760.0,-123.1725
49.27899,10,2,2,1.0,1.0,0.0,0.0,1.0,1,2.0,0,1,1832440.0,-123.08008
49.27795,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,925200.0,-123.12939
49.28426,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,0,0,1954080.0,-123.12495
49.21282,1,0,5,2.0,3.0,0.0,0.0,1.0,2,1.0,1,0,1214800.0,-123.08991
49.25938,3,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,1388600.0,-123.10424
49.28037,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,2756180.0,-123.10059
49.27975,1,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,0,0,2132800.0,-123.06576
49.27932,0,0,5,3.0,4.0,0.0,1.0,1.0,2,2.0,1,1,951800.0,-123.10776
49.25238,1,0,7,2.0,4.0,0.0,1.0,0.0,2,1.0,0,0,1746880.0,-123.0259
49.25167,12,2,4,2.0,2.0,0.0,1.0,0.0,2,1.5,0,0,1690460.0,-123.08433
49.27371,10,2,1,1.0,1.0,0.0,1.0,1.0,0,1.0,0,0,1367120.0,-123.05007
49.28545,0,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,0,1,1441000.0,-123.12414
49.25695,1,0,6,2.0,3.0,0.0,0.0,1.0,2,1.0,1,0,3125800.0,-123.19311
49.23683,3,0,5,2.0,2.0,1.0,1.0,1.0,2,1.0,0,0,1754620.0,-123.08845
49.23653,3,0,7,3.0,3.0,0.0,1.0,1.0,2,2.0,0,0,1314480.0,-123.07922
49.21255,10,2,2,1.0,1.0,0.0,1.0,1.0,1,1.5,1,0,1667280.0,-123.0574
49.25136,1,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,0,1463780.0,-123.05487
49.26142,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,1,0,1948200.0,-123.08861
49.27603,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,890660.0,-123.11557
49.28696,0,0,5,2.0,3.0,0.0,1.0,1.0,2,2.0,1,1,768400.0,-123.12298
49.28738120000001,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,768400.0,-123.1237839
49.27831,5,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,1221400.0,-123.06739
49.27859,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1118020.0,-123.12489
49.26027,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,2046000.0,-123.1263
49.25439,1,0,2,1.0,1.0,1.0,1.0,0.0,2,1.0,0,0,2652400.0,-123.19624
49.27414,0,0,2,2.0,2.0,1.0,1.0,1.0,2,2.0,1,0,655600.0,-123.12675
49.230062,3,0,4,2.0,3.0,0.0,0.0,1.0,2,1.0,0,0,1549240.0,-123.0414147
49.25062,1,0,2,1.0,1.0,1.0,1.0,0.0,2,1.0,0,0,1301040.0,-123.05418
49.28363,4,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,573460.0,-123.10386
49.27974,5,0,3,1.0,2.0,0.0,0.0,1.0,2,1.0,1,0,483380.0,-123.13497
49.27104,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1776800.0,-123.16192
49.27845,0,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,1,1297600.0,-123.10952
49.27859,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,661200.0,-123.11993
49.219,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,2887800.0,-123.14711
49.27836,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.5,0,1,1087220.0,-123.08716
49.27894,0,0,6,2.0,3.0,0.0,1.0,0.0,2,1.0,1,1,792200.0,-123.12771
49.28037,0,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,1029600.0,-123.10964
49.27193,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,0,0,666000.0,-123.10172
49.27865,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,1,0,1298680.0,-123.02857
49.27051,0,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1852200.0,-123.11157
49.27909,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1515400.0,-123.10886
49.2784,1,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,0,1,1883020.0,-123.08592
49.2531,1,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1923800.0,-123.08731
49.21473,3,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1638600.0,-123.09433
49.20817,1,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1344680.0,-123.06793
49.27857,5,0,5,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,868400.0,-123.12915
49.26702,3,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,1,0,1536200.0,-123.16867
49.27062272029859,3,0,8,3.0,5.0,1.0,1.0,1.0,2,3.5,0,0,2079200.0,-123.1601681485348
49.27429,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,728800.0,-123.11537
49.25179,2,0,4,2.0,2.0,1.0,1.0,1.0,2,2.0,0,0,2281040.0,-123.10887
49.25035,3,0,5,2.0,3.0,0.0,1.0,0.0,2,1.5,0,0,3074400.0,-123.19247
49.21007,10,2,3,1.0,1.0,0.0,1.0,1.0,0,1.0,0,0,1255000.0,-123.12755
49.24324,3,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,0,0,3070640.0,-123.17941
49.27799,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,581400.0,-123.12667
49.25512,1,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1933320.0,-123.09454
49.28735,0,0,10,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,1432400.0,-123.12753
49.27861,4,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,616000.0,-123.12057
49.28297,3,0,7,3.0,3.0,1.0,1.0,1.0,2,1.5,0,0,659200.0,-123.06153
49.27303,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,937800.0,-123.12464
49.27904,0,0,6,3.0,4.0,0.0,1.0,1.0,2,2.0,1,1,951800.0,-123.10775
49.25183,10,2,2,1.0,1.0,0.0,0.0,0.0,1,1.0,1,0,1457220.0,-123.0507
49.27371,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,807400.0,-123.12721
49.23594,10,2,2,1.0,1.0,0.0,0.0,0.0,1,1.0,0,0,3517200.0,-123.1093
49.26389,2,0,2,2.0,2.0,1.0,1.0,1.0,2,1.0,1,0,2627460.0,-123.17043
49.2839,3,0,5,2.0,3.0,0.0,1.0,1.0,2,1.5,0,0,1587000.0,-123.04736
49.25985,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1275520.0,-123.12793
49.27538,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1075600.0,-123.12691
49.23648,7,0,5,2.0,3.0,0.0,1.0,1.0,2,2.0,0,0,1516200.0,-123.0512
49.27618,3,0,6,3.0,4.0,0.0,1.0,1.0,2,2.0,1,0,1495020.0,-123.09121
49.2769,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,845000.0,-123.11652
49.26049,5,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,0,0,1437620.0,-123.07481
49.26482,0,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,1,966400.0,-123.12072
49.27933,0,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,1,1,725600.0,-123.1276
49.22347,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.5,0,0,4457060.0,-123.14169
49.25663,3,0,7,4.0,5.0,1.0,1.0,1.0,2,2.0,0,0,1372800.0,-123.08037
49.24642,1,0,4,2.0,1.0,0.0,1.0,1.0,2,1.5,0,0,1423040.0,-123.02565
49.28249,0,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,562560.0,-123.10305
49.28168,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,2379600.0,-123.06178
49.28821,5,0,3,2.0,2.0,1.0,1.0,1.0,2,1.0,1,0,827600.0,-123.1268
49.2424,1,0,6,2.0,3.0,0.0,1.0,0.0,2,1.5,0,0,3643440.0,-123.16399
49.277130126953125,0,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,1,738400.0,-123.1286392211914
49.26324,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,668600.0,-123.08777
49.27995,0,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,527400.0,-123.10707
49.28036,4,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1812000.0,-123.12206
49.28927,5,0,3,1.0,1.0,0.0,0.0,0.0,2,1.0,1,0,2989600.0,-123.13857
49.26577,3,0,6,2.0,3.0,1.0,1.0,1.0,2,1.0,1,1,1345360.0,-123.06892
49.23124,3,0,4,1.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1541260.0,-123.09689
49.29411,5,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,2294400.0,-123.13638
49.28301,0,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,573460.0,-123.10362
49.29142,8,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,944860.0,-123.13445
49.2797303,0,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,1,667600.0,-123.1257729
49.27427,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,1004400.0,-123.11611
49.27517,11,2,1,1.0,1.0,0.0,1.0,0.0,1,1.0,1,1,926200.0,-123.11776
49.28187,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,3406020.0,-123.07802
49.27672,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,1,2673000.0,-123.14587
49.21117,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,0,0,769600.0,-123.1157
49.26405,3,0,6,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,940200.0,-123.18769
49.2804,0,0,6,2.0,3.0,0.0,1.0,1.0,2,1.5,1,1,802600.0,-123.11
49.27533,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,628600.0,-123.12906
49.27868,0,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,886600.0,-123.10706
49.28236,5,0,3,1.0,1.0,0.0,0.0,1.0,2,1.0,1,0,588800.0,-123.13676
49.26442,1,0,4,1.0,2.0,0.0,1.0,0.0,2,1.0,1,0,2842400.0,-123.21504
49.26367,5,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,0,1,682200.0,-123.15108
49.25578,1,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,2920580.0,-123.16912
49.27738,3,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,1,0,1404180.0,-123.03321
49.2878,0,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,1,1,788800.0,-123.12423
49.253864,10,2,1,1.0,1.0,1.0,1.0,0.0,0,1.0,1,0,2467940.0,-123.166832
49.26068,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,2900400.0,-123.14138
49.28432,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,696560.0,-123.13733
49.26485,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,564340.0,-123.14723
49.28044,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,530740.0,-123.12621
49.24804,5,0,4,2.0,2.0,0.0,0.0,1.0,2,1.5,0,0,1926800.0,-123.15723
49.25609,1,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,4255940.0,-123.15126
49.27958,0,0,5,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,921200.0,-123.1081
49.27771,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,856000.0,-123.12943
49.24346,3,0,8,3.0,4.0,0.0,1.0,0.0,2,2.0,0,0,1194420.0,-123.05417
49.25375,1,0,3,2.0,1.0,0.0,1.0,1.0,2,1.0,0,0,3485200.0,-123.10959
49.2742,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,1610400.0,-123.14454
49.2805,6,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,731600.0,-123.10714
49.27888488769531,0,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,736000.0,-123.1220703125
49.26763,3,0,4,2.0,2.0,0.0,1.0,1.0,2,2.5,0,0,2273480.0,-123.16239
49.23429,3,0,6,3.0,4.0,0.0,1.0,1.0,2,1.0,1,0,2529260.0,-123.13786
49.27495,5,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,880200.0,-123.11551
49.24522,1,0,7,3.0,5.0,0.0,1.0,1.0,2,1.0,0,0,1462360.0,-123.02829
49.27078,0,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,0,0,3039400.0,-123.1808
49.28025,5,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,883400.0,-123.11069
49.2798,0,0,3,1.0,1.0,0.0,0.0,1.0,2,1.0,1,1,655400.0,-123.10667
49.28635,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,625940.0,-123.13539
49.2394,1,0,5,2.0,2.0,0.0,1.0,1.0,2,1.0,0,1,1329240.0,-123.07419
49.25011,6,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,700300.0,-123.12779
49.27784,0,0,4,1.0,2.0,0.0,1.0,0.0,2,1.0,1,1,1198000.0,-123.12782
49.28008281106404,0,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,899000.0,-123.1079339
49.2788408,0,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,842400.0,-123.107399
49.25139,3,0,8,4.0,4.0,0.0,1.0,1.0,2,3.0,0,0,2425540.0,-123.07425
49.27223,3,0,2,1.0,1.0,1.0,0.0,0.0,2,1.0,1,1,1373860.0,-123.06921
49.26158,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1826880.0,-123.08473
49.28081,0,0,5,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,670400.0,-123.12517
49.22871,3,0,10,5.0,5.0,0.0,1.0,1.0,2,4.0,0,0,3161380.0,-123.11341
49.21315,10,2,1,1.0,1.0,0.0,1.0,1.0,1,1.0,1,0,1434400.0,-123.11638
49.25983,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,1,3778600.0,-123.13621
49.27634,11,2,2,2.0,1.0,0.0,0.0,1.0,1,1.0,1,1,742800.0,-123.11825
49.27873,5,0,4,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,842400.0,-123.10729
49.21777,1,0,3,1.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1953200.0,-123.06271
49.27976,3,0,6,3.0,3.0,1.0,0.0,1.0,2,3.0,0,1,1870960.0,-123.06274
49.2834,4,0,2,1.0,1.0,0.0,1.0,1.0,2,2.0,1,1,615200.0,-123.10224
49.28052,0,0,4,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,725200.0,-123.10686
49.28211,4,0,4,2.0,2.0,1.0,1.0,1.0,2,1.0,1,1,2084881.2,-123.10453
49.26619,3,0,6,2.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1381580.0,-123.02802
49.280945,0,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1213400.0,-123.124832
49.26769548861046,0,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1583000.0,-123.15297966446786
49.23641,1,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,2996820.0,-123.19358
49.2601,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,3712740.0,-123.07029
49.264694984626246,3,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1556800.0,-123.15630309283732
49.28075,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,704000.0,-123.12408
49.27712,8,2,3,1.0,1.0,1.0,1.0,1.0,0,1.0,1,1,738400.0,-123.12859
49.27766,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,775200.0,-123.1064
49.27854,0,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,619600.0,-123.12318
49.27989,6,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1793000.0,-123.12096
49.28041611046187,5,0,4,1.0,2.0,1.0,1.0,1.0,2,1.0,1,1,644600.0,-123.10660374054882
49.27985,3,0,6,3.0,3.0,0.0,0.0,0.0,2,2.0,1,0,1579400.0,-123.05817
49.28353,4,0,2,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1177880.0,-123.10468
49.28852,5,0,3,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,1324800.0,-123.12402
49.26204,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1234200.0,-123.12803
49.27568,3,0,6,3.0,3.0,0.0,1.0,1.0,2,2.5,1,1,1796000.0,-123.06916
49.26366,1,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,1,0,718800.0,-123.18138
49.24922,3,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1799900.0,-123.08139
49.2684061,0,0,4,1.0,2.0,1.0,1.0,1.0,2,1.0,1,0,632600.0,-123.155338
49.28689,9,2,1,1.0,1.0,0.0,1.0,1.0,0,1.0,1,1,2247800.0,-123.14169
49.28034,0,0,4,1.0,3.0,0.0,1.0,1.0,2,1.0,1,1,616800.0,-123.12509
49.278938,0,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,864600.0,-123.107407
49.28116,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,559400.0,-123.08396
49.21652,7,0,7,3.0,3.0,0.0,1.0,1.0,2,2.5,1,0,1624140.0,-123.13924
49.25536,10,2,2,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0,2437700.0,-123.18389
49.27834,10,2,2,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0,1219280.0,-123.0267
49.27665,0,0,4,2.0,3.0,0.0,1.0,1.0,2,2.5,1,1,713800.0,-123.13257
49.27132,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,2393800.0,-123.17972
49.28104,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,2711200.0,-123.13621
49.27785,0,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,1,729000.0,-123.10748
49.27828,5,0,2,1.0,1.0,0.0,1.0,0.0,2,1.0,1,1,706400.0,-123.12104
49.26964,0,0,4,1.0,2.0,0.0,1.0,0.0,2,1.5,1,1,3422160.0,-123.10062
49.28493,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,0,845600.0,-123.13923
49.28144,5,0,6,3.0,3.0,0.0,1.0,1.0,2,2.0,1,1,1046000.0,-123.11706
49.22584,3,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,0,0,3792340.0,-123.13769
49.27807,0,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,481580.0,-123.13063
49.27173,1,0,2,1.0,1.0,1.0,1.0,0.0,2,1.0,1,0,1855200.0,-123.16328
49.28223,0,0,4,2.0,2.0,1.0,1.0,0.0,2,1.0,1,1,676000.0,-123.12463
49.24056,12,2,2,1.0,1.0,1.0,1.0,1.0,1,1.5,0,0,1420160.0,-123.05082
49.25094,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,0,1684200.0,-123.05199
49.25087,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,0,1383120.0,-123.05518
49.24551,1,0,4,1.0,3.0,0.0,0.0,1.0,2,1.0,1,0,1553400.0,-123.08933
49.27992,0,0,4,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,649800.0,-123.10715
49.24804,1,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,1,1,778400.0,-123.08943
49.24948,3,0,6,3.0,5.0,1.0,1.0,1.0,2,1.0,1,0,1560600.0,-123.11406
49.27824,0,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,1,1311400.0,-123.10962
49.27622,0,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1627560.0,-123.11734
49.26821,5,0,3,2.0,2.0,0.0,0.0,1.0,2,2.0,1,0,866400.0,-123.18413
49.24988,8,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,2630400.0,-123.1038
49.278667,0,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,0,930000.0,-123.107681
49.27557,8,0,2,1.0,2.0,0.0,1.0,0.0,2,1.0,0,1,1386080.0,-123.09299
49.24633,1,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,1,0,3472800.0,-123.1292
49.27377,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,0,1422000.0,-123.11451
49.27805,5,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,0,648400.0,-123.10679
49.278839,5,0,4,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,842400.0,-123.107399
49.276779,10,2,2,1.0,1.0,0.0,1.0,1.0,1,1.0,1,0,1979180.0,-123.091438
49.26999,12,2,3,1.0,2.0,0.0,1.0,1.0,0,1.0,1,0,1664560.0,-123.16867
49.27226719999999,0,0,4,1.0,2.0,1.0,1.0,1.0,2,1.0,1,0,578160.0,-123.1510734
49.27735,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,962800.0,-123.12718
49.24008,11,2,1,1.0,2.0,0.0,1.0,1.0,1,1.0,1,0,963600.0,-123.10189
49.2559,1,0,3,1.0,6.0,1.0,1.0,0.0,2,1.0,0,0,3173160.0,-123.18094
49.24406,10,2,2,1.0,1.0,0.0,1.0,1.0,0,1.0,1,1,1375760.0,-123.04986
49.29314,11,2,1,1.0,1.0,0.0,1.0,0.0,2,1.0,1,0,1965200.0,-123.13535
49.26923,0,0,6,2.0,3.0,0.0,1.0,1.0,2,2.0,1,1,1167000.4,-123.10233
49.23588,1,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,0,0,2588720.0,-123.12584
49.26803,0,0,4,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,3432100.0,-123.10071
49.23644,8,2,2,1.0,1.0,0.0,0.0,0.0,1,1.0,0,0,3207000.0,-123.10927
49.24754,10,2,2,1.0,1.0,1.0,1.0,1.0,1,1.0,0,0,1551140.0,-123.0461
49.24876,3,0,6,3.0,3.0,1.0,1.0,0.0,2,2.0,1,0,1818260.0,-123.08629
49.27743,11,2,1,1.0,1.0,1.0,0.0,0.0,0,1.0,0,1,789800.0,-123.10022
49.26661,3,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,0,1543200.0,-123.0567
49.28695,11,2,1,1.0,1.0,0.0,1.0,1.0,1,1.0,1,0,836000.0,-123.12654
49.27738,0,0,6,2.0,3.0,0.0,1.0,0.0,2,1.0,1,1,1296800.0,-123.11554
49.22255,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.5,0,0,1590240.0,-123.03928
49.25677,3,0,2,1.0,2.0,0.0,1.0,1.0,2,1.0,1,0,873400.0,-123.11922
49.26408,5,0,2,2.0,2.0,1.0,1.0,1.0,2,1.0,1,1,725180.0,-123.12831
49.26456,1,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,0,1,653800.0,-123.12753
49.27574,5,0,3,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,829800.0,-123.12777
49.28084,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1842800.0,-123.12598
49.28438,5,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,608240.0,-123.1353
49.25432,1,0,3,2.0,2.0,0.0,0.0,0.0,2,1.0,0,0,2841400.0,-123.12369
49.28376,0,0,4,1.0,2.0,0.0,1.0,1.0,2,2.0,1,0,775200.0,-123.12375
49.23408,10,2,2,1.0,1.0,0.0,1.0,0.0,0,1.0,1,0,1767000.0,-123.06162
49.27794,0,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1227000.0,-123.12761
49.27969,5,0,4,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,1060400.0,-123.12319
49.2561,10,2,2,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0,3049820.0,-123.18894
49.27039,5,0,4,1.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1603480.0,-123.06637
49.2393774,0,0,4,3.0,2.0,1.0,1.0,1.0,2,2.0,0,0,869000.0,-123.1031972
49.27994,5,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,1812600.0,-123.12083
49.2793,0,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,930000.0,-123.10795
49.26649,7,0,6,2.0,3.0,0.0,0.0,1.0,2,1.5,0,0,1459800.0,-123.12179
49.28028,0,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,1,644600.0,-123.10621
49.25117,3,0,4,2.0,2.0,0.0,1.0,1.0,2,1.0,0,0,1713200.0,-123.05318
49.2622,5,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,0,0,590480.0,-123.14579
49.24672,3,0,5,3.0,4.0,1.0,1.0,1.0,2,2.5,0,0,1764400.0,-123.09614
49.28993,5,0,2,1.0,1.0,0.0,1.0,1.0,2,1.0,1,0,698400.0,-123.13938
49.28285,3,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,1,0,1436400.0,-123.03092
49.28067,5,0,6,2.0,3.0,0.0,1.0,1.0,2,1.0,1,1,884320.0,-123.10908
49.2792,5,0,3,1.0,2.0,0.0,1.0,1.0,2,1.0,1,1,751000.0,-123.105
49.2598,5,0,5,3.0,3.0,0.0,1.0,1.0,2,1.0,0,0,1055000.0,-123.10894
49.25382,3,0,4,2.0,2.0,0.0,1.0,0.0,2,1.0,0,0,1324700.0,-123.03675
49.25941,3,0,2,1.0,1.0,0.0,0.0,1.0,2,1.0,1,0,3049800.0,-123.18582
49.28198,8,2,2,1.0,1.0,0.0,1.0,1.0,1,1.0,1,1,2532600.8,-123.1112
49.26874,0,0,4,2.0,2.0,0.0,1.0,1.0,2,2.0,1,1,1326600.0,-123.14562
49.2193,3,0,7,3.0,4.0,1.0,1.0,1.0,2,2.0,0,0,1669880.0,-123.08204
